,question1,question2,is_duplicate,kw
233,How do you avoid being thrown forward when brakes are applied while travelling a bus?,"While travelling or backpacking, how do you keep yourself healthy especially when you are travelling solo?",0,['health']
234,How are Macs almost immune to viruses?,Can Macs get viruses?,0,['virus']
235,How do autisms cause vaccine?,Does autism cause vaccines?,0,['vaccine']
236,Why is Quora so much better than Yahoo answer?,"Quora is a curated community of early adopters now; it's nice, but how can it scale? What will prevent Quora from becoming more similar to Yahoo! Answers?",0,['prevent']
237,"Are eggs good for you? If so, what are the health benefits?",Are egg yolks bad for you?,0,['health']
238,What is a good inpatient drug and alcohol rehab center near Twiggs County GA?,What is a good inpatient drug and alcohol rehab center near Morgan County GA?,0,['patient']
239,Is it safe to buy medicine from uspharmacy24.com? Its ecommerce for medicine.,What is the best way to keep my home safe from water damage and suggest the best water proofing contractor?,0,['medicine']
240,"Is it healthier to blow your nose or to sniff really hard, have the mucus go into your throat, and spit it out of your mouth? Why?",Every morning I have so much mucus in my throat that I can hardly breathe. What should I do?,0,['health']
241,What symptoms did you notice before being diagnosed with cancer?,What are considered to be the main causes of being diagnosed with tongue cancer?,0,['symptom']
242,Will the people who commit suicide because of their mental illness go to hell?,"According to Christianity, do people who commit suicide go to heaven or hell?",0,['illness']
243,Is it ethical for manufacturers of generic drugs to sell a cheaper version of the branded drug after its patent period?,Could a knowledgeable person diagnosed with a chronic disease use the patent details of their administered costly drug to recreate it in the lab for a fraction of the cost for personal use?,0,['disease']
244,I feel the flu coming and I have emetophobia. How can I overcome this?,Why can't I change my Pinterest board cover? There's no change cover option any more.,0,['flu ']
245,My husband is working oversea. how do I hack his whatsapp?,How do I prevent my husband from going back to his country to get his visa?,0,['prevent']
246,Can I further my study in medicine and surgery? Although I'm from a pharmacy diploma graduate,Which Technology company has the best plan for it's future…and what is their plan?,0,['medicine']
247,What happens when I archive a conversation on WhatsApp?,What is the difference between clear all and delete all conversations on WhatsApp?,0,['hiv']
248,Which is a suitable inpatient drug and alcohol rehab center near Carter County KY?,Which is a good inpatient drug and alcohol rehab center near Monroe County KY?,0,['patient']
249,How can I gain some weight ?,How could I gain weight in a healthy way?,0,['health']
250,Which is a suitable inpatient drug and alcohol rehab center in Mobile County AL?,Which is a suitable inpatient drug and alcohol rehab center in Clay County AL?,0,['patient']
251,How can I practice as an MBBS doctor in singapore?,Does a MBBS doctor who left practice and entered into corporate sector with ISB/IIM training earn more than those doctors practicing medicine?,0,['medicine']
252,"Is it possible to lose 5 lbs in a week? If so, what would you need to do?",How healthy would it be to lose 30 pound in 5 weeks?,0,['health']
253,Installing RFID tags on trolleys to track them to prevent more of them being abandoned?,Which things feels much better than sex?,0,['prevent']
254,How can I join Elon Mask Mission as software engineer?,How can recover my Facebook pasword when I dont have acses at my email?,0,['mask']
255,Is it good for my health to eat a lot of spicy green chillies everyday?,Does eating spicy (chilli/hot) food hurt your health in the long run?,0,['health']
256,"What is Itachi Uchiha's mysterious ""illness""?",How old is Sasuke Uchiha?,0,['illness']
257,Does a person have a mental illness if they talk to themselves out loud all the time?,"A relative of mine often screams and talks to herself out loud when she is alone, or even around her children. Is this some kind of mental disorder?",0,['illness']
258,If alcoholism is a disease isn't obesity?,Is alcoholism a disease?,0,['disease']
259,If you are ordered to appear in person on a protective order hearing and fail to do so can they arrest you?,Do you think that in order for an act to be considered bullying it can't conform to any legal definition of a crime such as assault and harassment and so on?,0,['protect']
260,Is a heart rate of 110 beats per minute healthy for someone who is at rest?,Why does my resting heart rate drop when I'm sick?,0,['health']
261,I've notice that the bottom hole of my tongue piercing is white and it's has a little bump and it kinda stings. could it be infected?,Is my tongue piercing infected if the bottom hole is white around it and a bit red and it stings when I push the bar up to touch the bottom?,0,['infect']
262,"Do psychiatrists create ""mental illnesses""?",Can I still be a psychiatrist if I have a mental illness?,0,['illness']
263,"I am in Indian citizen, done my graduation.Which universities are there for masters in social studies in UK .what is the eligibility & fee structure?",How is it possible that I clicked a Google search result that was a virus?,0,['virus']
264,What are the kind of viruses that affect Android and what are the kind of changes I need to look for if my phone is infected?,What kind of files can affect my android device with malware?,0,"['virus', 'infect']"
265,Which is the best book for a healthy diet?,Which is the best book for diabetic friendly diet and healthy diet?,0,['health']
266,What's the difference between lemon oil and lemon juice?,Are there any proven health benefits to drinking lemon juice with hot/warm/regular water?,0,['health']
267,Which is better: Anthem Blue Cross POS or Health Net HMO?,"What are some examples of ""routine exams"" for Blue Cross Blue Shield?",0,['health']
268,What are the best health insurance plans for you and your family in India?,Who is the best health police (insurance) provider in India?,0,['health']
269,How do I hire a top mobile app development company in India?,How do I hire a top mobile apps development company in India for a healthcare app?,0,['health']
270,How healthy is it to do fasted cardio and fasted weight training if you’re trying to build muscle mass but lose body fat?,Can you build strong muscles if you’re a female?,0,['health']
271,How many Linux users use antivirus software?,How can I use linux for making software or website?,0,['virus']
272,How do I fix iron base from sticking?,Can my company use a section 125 for individual insurance premium if it offers its employees a Minimum Essential Coverage group health plan?,0,['health']
273,"What is the best, fast and most effective treatment for curing chicken pox?",I have had constipation for 5 months. What is the best medicine/treatment to cure me? ,0,"['treatment', 'medicine']"
